timestamp,memory_usage_percent
1779734520,36.33266949564998
1779734535,36.02823370944955
1779734550,36.0336531505105
1779734565,36.04275570685559
1779734580,35.89890374704364
1779734595,35.83081873021969
1779734610,35.78388531831324
1779734625,35.817769978927316
1779734640,35.78556902815742
1779734655,35.164858870914706
1779734670,35.20947718178542
1779734685,35.17280387674192
1779734700,35.17454020251872
1779734715,35.28324471933346
1779734730,35.32591624069684
1779734745,35.24951790651727
1779734760,35.262408810011756
1779734775,35.21989513644627
1779734790,35.232680808075486
1779734805,35.240678429835334
1779734820,35.18979882298159
1779734835,35.34006992657447
1779734850,35.33759697774082
1779734865,35.22505149784406
1779734880,35.23536422063965
1779734895,35.180433186973346
1779734910,35.149021475192896
1779734925,35.268143946668495
1779734940,35.34422658525228
1779734955,35.34249025947547
1779734970,35.36490464677608
1779734985,35.3292836603852
1779735000,35.30234430287835
1779735015,35.336123731627175
1779735030,35.43546261243367
1779735045,35.396684670084944
1779735060,35.58731219400547
1779735075,35.59283686693168
1779735090,35.2406258139027
1779735105,35.39579019923023
1779735120,35.37242872514226
1779735135,35.39579019923023
1779735150,35.42425541878336
1779735165,35.525646320962444
1779735180,35.54264126720212
1779735195,35.535380268499104
1779735210,35.51933240904679
1779735225,35.60204465514203
1779735240,35.50260054247026
1779735255,35.43788294533468
1779735270,35.439145727717815
1779735285,35.42383449132232
1779735300,35.4532467976628
1779735315,35.51391296798584
1779735330,35.4455122555661
1779735345,35.432673968004245
1779735360,35.49860173159034
1779735375,35.55353276525665
1779735390,35.53253900813706
1779735405,35.538168912928526
1779735420,35.584523549576055
1779735435,35.61372539218601
1779735450,35.5672129077406
1779735465,35.53532765256647
1779735480,35.478712909055986
1779735495,35.431463801553754
1779735510,35.37795339806847
1779735525,35.403051197933245
1779735540,35.31665583655387
1779735555,35.2832973352661
1779735570,35.359064278254095
1779735585,35.35485500364365
1779735600,35.38489870117571
1779735615,36.408489054570616
1779735630,36.50430266789086
1779735645,36.624477458019065
1779735660,36.6565731769237
1779735675,36.486728946392255
1779735690,36.60790343924044
1779735705,36.710136196341615
1779735720,36.57696527085367
1779735735,36.66225569764781
1779735750,36.65662579285633
1779735765,36.69714006098187
1779735780,36.7292357798865
1779735795,36.72849915682968
1779735810,36.78195694438233
1779735825,36.747072581048265
1779735840,36.7462833420588
1779735855,35.63250928013512
1779735870,35.47129406255508
1779735885,35.423413563861274
1779735900,35.42099323096026
1779735915,35.37448074651485
1779735930,35.41625779702352
1779735945,35.48792069726634
1779735960,35.49423460918201
1779735975,35.262724505607544
1779735990,35.18858865653108
1779736005,35.13997153478044
1779736020,35.287085682415494
1779736035,35.20258449461081
1779736050,35.25099115263093
1779736065,35.30960530158137
1779736080,35.28087700236509
1779736095,35.292452507543814
1779736110,35.226051200564044
1779736125,35.28392872645766
1779736140,35.44393377758719
1779736155,35.42783330220224
1779736170,35.42899085272011
1779736185,35.365115110506615
1779736200,35.36032706063723
1779736215,35.41673134041719
1779736230,35.419519984846616
1779736245,35.48239602434013
1779736260,35.45456219597857
1779736275,35.47387224325398
1779736290,35.52285767653303
1779736305,35.49623401462196
1779736320,35.50423163638181
1779736335,35.59194239607696
1779736350,35.58031427496561
1779736365,35.58184013701189
1779736380,35.58804881706229
1779736395,35.768784545648266
1779736410,35.59720398934001
1779736425,35.514702206975294
1779736440,35.564003335850124
1779736455,35.632719743865636
1779736470,35.54890256318516
1779736485,35.48786808133371
1779736500,35.42830684559591
1779736515,35.48313264739696
1779736530,35.42336094792864
1779736545,35.44509132810506
1779736560,35.49086718949365
1779736575,35.49086718949365
1779736590,35.18122242596281
1779736605,35.1743297387882
1779736620,35.236469155224896
1779736635,35.19863829966352
1779736650,35.3148142789118
1779736665,35.31428811958549
1779736680,35.29571469536691
1779736695,35.19690197388671
1779736710,35.20647807362547
1779736725,35.38695072254829
1779736740,35.33559757230087
1779736755,35.33691297061663
1779736770,35.298345491998425
1779736785,35.3160244453623
1779736800,35.33659727502085
1779736815,35.36122153149195
1779736830,35.34927771478481
1779736845,35.41715226787824
1779736860,35.56963324064159
1779736875,35.61083151589133
1779736890,35.250149297708845
1779736905,35.2836656467945
1779736920,35.291137109228046
1779736935,35.37658538382007
1779736950,35.33401909432195
1779736965,35.39042337410191
1779736980,35.44151344468619
1779736995,35.490814573561025
1779737010,35.478712909055986
1779737025,35.50775690386806
1779737040,35.49860173159034
1779737055,35.478818140921256
1779737070,35.44388116165456
1779737085,35.411101435625724
1779737100,35.41499501464038
1779737115,35.44961629831129
1779737130,35.40562937863214
1779737145,35.386424563221986
1779737160,35.41394269598778
1779737175,35.39331725039659
1779737190,35.31786600300437
1779737205,35.32512700170739
1779737220,35.30334400559833
1779737235,35.30739543241089
1779737250,35.27393169925786
1779737265,35.38237313640944
1779737280,35.3666409725529
1779737295,35.41925690518346
1779737310,35.36211600234667
1779737325,35.30029228150576
1779737340,35.27314246026839
1779737355,35.28156100948928
1779737370,35.226419512092455
1779737385,35.1434968022667
1779737400,35.32396945118952
1779737415,35.5145443591774
1779737430,35.513439424592164
1779737445,35.43688324261469
1779737460,35.432673968004245
1779737475,35.50796736759858
1779737490,35.59836153985788
1779737505,35.62124947055217
1779737520,35.59920339477998
1779737535,35.60251819853569
1779737550,35.520753039227806
1779737565,35.55295398999772
1779737580,35.578998876649834
1779737595,35.55832081512603
1779737610,35.49118288508944
1779737625,35.40252503860694
1779737640,35.564055951782755
1779737655,35.522699828735135
1779737670,35.460086868904774
1779737685,35.5026531584029
1779737700,35.52317337212882
1779737715,35.67902176458053
1779737730,35.64334816225701
1779737745,35.66855119398705
1779737760,35.76389126391363
1779737775,35.6872298500709
1779737790,35.74768555666341
1779737805,35.56626582095325
1779737820,35.449826762041816
1779737835,35.45935024584794
1779737850,35.46692694014675
1779737865,35.39121261309137
1779737880,35.46755833133831
1779737895,35.44556487149874
1779737910,35.41667872448456
1779737925,35.56968585657423
1779737940,35.40578722643003
1779737955,35.425097273705454
1779737970,35.40694477694791
1779737985,35.36479941491083
1779738000,35.27356338772943
1779738015,35.47745012667286
1779738030,35.436778010749435
1779738045,35.593783953719026
1779738060,35.572842812532066
1779738075,35.44640672642083
1779738090,35.53532765256647
1779738105,35.683546734786766
1779738120,35.555532170696615
1779738135,35.3952114239713
1779738150,35.47997569143912
1779738165,35.34238502761021
1779738180,35.382688832005215
1779738195,35.332124920747255
1779738210,35.33580803603139
1779738225,35.2325229602776
1779738240,35.33691297061663
1779738255,35.39137046088926
1779738270,35.40468229184479
1779738285,35.3692191532518
1779738300,35.44103990129251
1779738315,35.443828545721935
1779738330,35.367114515946575
1779738345,35.394422184981835
1779738360,35.392159699878725
1779738375,35.35375006905841
1779738390,35.4203618397687
1779738405,35.382794063870485
1779738420,35.40615553795845
1779738435,35.47292515646663
1779738450,35.7667851402083
1779738465,35.52917158844869
1779738480,35.418046738732954
1779738495,35.482132944676984
1779738510,35.52164751008253
1779738525,35.506967664878594
1779738540,35.516438532752105
1779738555,35.533380863059136
1779738570,35.50670458521545
1779738585,35.5348541091728
1779738600,35.4892360955821
1779738615,35.72485024190175
1779738630,35.676443583881635
1779738645,35.52191058974567
1779738660,35.56053068429651
1779738675,35.52301552433092
1779738690,35.52717218300874
1779738705,35.506967664878594
1779738720,35.489183479649476
1779738735,35.42557081709913
1779738750,35.44524917590296
1779738765,35.46524323030257
1779738780,35.41457408717934
1779738795,35.475135025637115
1779738810,35.46939988898038
1779738825,35.43893526398729
1779738840,35.457666536003764
1779738855,35.39431695311658
1779738870,35.406102922025816
1779738885,35.23536422063965
1779738900,35.227366598879804
1779738915,35.184379381920635
1779738930,35.20190048748661
1779738945,35.182116896817526
1779738960,35.17627652829554
1779738975,35.23262819214287
1779738990,35.236311307427
1779739005,35.124449834654435
1779739020,35.293662673994305
1779739035,35.538379376659044
1779739050,35.41441623938145
1779739065,35.447406429140806
1779739080,35.62461689024053
1779739095,35.621775629878485
1779739110,35.61356754438811
1779739125,35.71148579501359
1779739140,36.11931188883306
1779739155,35.54016831836848
1779739170,35.55579525035976
1779739185,35.51927979311416
1779739200,35.48934132744736
1779739215,35.587417425870726
1779739230,35.578998876649834
1779739245,35.57594715255726
1779739260,35.628405237389934
1779739275,35.706066353952636
1779739290,35.84071052555424
1779739305,35.7016992315443
1779739320,35.643032466661225
1779739335,35.78919952750893
1779739350,35.38000541944106
1779739365,35.707855295662085
1779739380,35.58725957807284
1779739395,35.59031130216541
1779739410,35.58126136175295
1779739425,35.78225422440169
1779739440,35.55795250359761
1779739455,35.66718317973866
1779739470,35.67549649709429
1779739485,35.89101135714906
1779739500,35.6541870443789
1779739515,35.41720488381087
1779739530,35.4355152283663
1779739545,35.465822005561506
1779739560,35.59525719983269
1779739575,35.612462609802876
1779739590,35.57594715255726
1779739605,35.72427146664281
1779739620,35.597730148666315
1779739635,35.6252482814321
1779739650,35.587364809938094
1779739665,35.58394477431711
1779739680,35.55658448934922
1779739695,35.592468555403265
1779739710,35.56689721214481
1779739725,35.54821855606096
1779739740,35.51770131513524
1779739755,35.432831815802146
1779739770,35.541483716684255
1779739785,35.57021201590054
1779739800,35.629720635705695
1779739815,34.918405842473156
1779739830,35.91489899056334
1779739845,35.53111837795603
1779739860,35.51754346733734
1779739875,35.52596201655823
1779739890,35.525067545703514
1779739905,35.55600571409029
1779739920,35.662447745801906
1779739935,35.66918258517862
1779739950,35.7006469128917
1779739965,35.53880030412009
1779739980,35.46818972252987
1779739995,35.39252801140713
1779740010,35.52601463249086
1779740025,35.29981873811209
1779740040,35.45913978211742
1779740055,35.579840731571934
1779740070,35.55732111240605
1779740085,35.58468139737394
1779740100,35.45629852175537
1779740115,35.458771470589014
1779740130,35.420414455701334
1779740145,35.467453099473055
1779740160,35.42025660790345
1779740175,35.42856992525907
1779740190,35.580682586494014
1779740205,35.33054644276834
